"","Timestamp","EEC","Ehk","Ewd","Ean","Eaf","newTS"
"1","2019-12-07 19:00:00",1.475038,0.983149255409519,1.45477062859513,1.65560420503574,1.15181056269193,2019-12-07
"2","2019-12-08 19:00:00",2.314724,1.89662998897458,2.89156298270779,3.19388797567186,2.22200082317028,2019-12-08
"3","2019-12-09 19:00:00",3.197199,2.33387902128636,3.55583060261463,3.93020683322075,2.73426083981826,2019-12-09
"4","2019-12-10 19:00:00",2.612511,1.85477784163973,2.77846580970763,3.12340977438542,2.17296885258556,2019-12-10
"5","2019-12-11 19:00:00",2.835526,2.3160303161043,3.47956740443075,3.90014996119317,2.71335015199955,2019-12-11
"6","2019-12-12 19:00:00",0.760419,0.820831673542251,1.19289661069078,1.38226455735554,0.961647060785539,2019-12-12
"7","2019-12-13 19:00:00",1.707923,1.39910670322671,2.05734352702307,2.35606844882467,1.63912637907492,2019-12-13
"8","2019-12-14 19:00:00",2.309255,1.42634996321513,2.11578019925315,2.40194556824223,1.67104327719,2019-12-14
"9","2019-12-15 19:00:00",1.537937,1.14117670171333,1.66776808570918,1.92171934795233,1.33694794732245,2019-12-15
"10","2019-12-16 19:00:00",0.939942,1.07795588508151,1.57426689912691,1.8152567235995,1.26288146761158,2019-12-16
"11","2019-12-17 19:00:00",1.117579,1.63075828117004,2.41547271861671,2.74616519602343,1.91051826883253,2019-12-17
"12","2019-12-18 19:00:00",1.980054,1.93437095937675,2.87123668003113,3.25744303504473,2.26621633583661,2019-12-18
"13","2019-12-19 19:00:00",1.843358,1.61325480306735,2.39748239472567,2.71668967967622,1.89001203251938,2019-12-19
"14","2019-12-20 19:00:00",0.894895,0.733862527362354,1.05910856863233,1.23581020840338,0.85975817601333,2019-12-20
"15","2019-12-21 19:00:00",1.136484,0.98053737913655,1.42786719873021,1.65120585624305,1.14875061359153,2019-12-21
"16","2019-12-22 19:00:00",0.547895,0.440454794168833,0.629856964788831,0.74171729810274,0.516015733644269,2019-12-22
"17","2019-12-23 19:00:00",1.135349,1.22752088020664,1.80968688772099,2.06712126348787,1.43810464989669,2019-12-23
"18","2019-12-24 19:00:00",0.267302,0.389635832153588,0.556641265476216,0.65613915547073,0.456478672600759,2019-12-24
"19","2019-12-25 19:00:00",0.36053,0.3997827742904,0.570867389944599,0.67322640847685,0.468366343844873,2019-12-25
"20","2019-12-26 19:00:00",1.49672,1.74516238200046,2.60948219960748,2.93881947447201,2.04454863200141,2019-12-26
"21","2019-12-27 19:00:00",1.822393,1.99560427990119,2.96736161706496,3.36055875464759,2.33795436033358,2019-12-27
"22","2019-12-28 19:00:00",1.922712,1.79772319889167,2.67830670533201,3.02733086680272,2.10612636676132,2019-12-28
"23","2019-12-29 19:00:00",1.131113,0.83023571337186,1.20778694424792,1.39810077734001,0.972664383280696,2019-12-29
"24","2019-12-30 19:00:00",2.050921,1.73736584622247,2.57275083248538,2.92569026001375,2.03541458423391,2019-12-30
"25","2019-12-31 19:00:00",1.458855,1.31290855625112,1.92740503094371,2.21091244752186,1.53814076003013,2019-12-31
"26","2020-01-01 19:00:00",1.183192,1.03870283022362,1.51513980302932,1.74915534344216,1.21689446924437,2020-01-01
"27","2020-01-02 19:00:00",1.060171,1.07419546130082,1.58142584410316,1.80892424316505,1.2584759352807,2020-01-02
"28","2020-01-03 19:00:00",2.313801,1.68636466113988,2.50799021403824,2.83980525728404,1.97566403937542,2020-01-03
"29","2020-01-04 19:00:00",2.062668,1.73085837708877,2.60878463839144,2.91473180868744,2.0277907451847,2020-01-04
"30","2020-01-05 19:00:00",1.051394,0.908261254344994,1.32039398999721,1.52949426924831,1.06407536870139,2020-01-05
"31","2020-01-06 19:00:00",0.355025,0.337713325396982,0.486042527268641,0.568702664979339,0.39564875141164,2020-01-06
"32","2020-01-07 19:00:00",0.939316,1.19743608987944,1.75426003790296,2.01645906230195,1.40285875098095,2020-01-07
"33","2020-01-08 19:00:00",0.272703,0.31244189078292,0.463135388785341,0.526146061102443,0.366041949430459,2020-01-08
